Id,Rank,RankInten,RankOldAndNew,MovieCd,MovieNm,OpenDt,SalesAmt,SalesShare,SalesInten,SalesChange,SalesAcc,AudiCnt,AudiInten,AudiChange,AudiAcc,ScrnCnt,ShowCnt
1874,4,1,OLD,20081056,"다크 나이트",2008-08-06,31271900,6.8,-38519540,-55.2,28119869460,3987,-4917,-55.2,4217526,343,527
1875,5,-2,OLD,20191048,"온워드: 단 하루의 기적",2020-06-17,27962280,6.1,-99184260,-78,2997055640,3385,-11515,-77.3,346421,400,741
1876,6,0,OLD,20208617,"인베이젼 2020",2020-07-01,9615960,2.1,-27611320,-74.2,164155100,1225,-3053,-71.4,19768,273,394
1877,7,2,OLD,20200361,"아무튼, 아담",2020-07-02,5887000,1.3,-3537500,-37.5,45944000,907,-262,-22.4,6322,89,143
1878,8,-1,OLD,20179462,"위대한 쇼맨",2017-12-20,4983680,1.1,-5819380,-53.9,13308128460,816,-968,-54.3,1693121,89,142
1879,9,-1,OLD,20200836,"트로이 디렉터스 컷",2020-07-03,6246180,1.4,-4699180,-42.9,37285600,800,-465,-36.8,4320,144,156
1880,10,1,OLD,20200083,"해피 디 데이",2020-07-01,2408300,0.5,-3729440,-60.8,30406520,302,-399,-56.9,3677,115,126
1881,1,0,OLD,20193069,"#살아있다",2020-06-24,212836860,48.2,-33168860,-13.5,13515987520,25825,-3604,-12.2,1602183,1313,4813
1882,2,0,OLD,20183813,"결백",2020-06-10,49981580,11.3,-2932640,-5.5,7239537280,6049,-347,-5.4,819597,536,1215
1883,3,0,OLD,20196201,"소리꾼",2020-07-01,34602780,7.8,416820,1.2,507736400,4413,-12,-0.3,62255,483,1140
1884,4,0,OLD,20081056,"다크 나이트",2008-08-06,34007920,7.7,2736020,8.7,28153877380,4288,301,7.5,4221814,341,535
1885,5,0,OLD,20191048,"온워드: 단 하루의 기적",2020-06-17,30012100,6.8,2049820,7.3,3027067740,3681,296,8.7,350102,422,747
1886,6,0,OLD,20208617,"인베이젼 2020",2020-07-01,8563960,1.9,-1052000,-10.9,172719060,1083,-142,-11.6,20851,265,364
1887,7,83,OLD,20200802,"킬 스위치",2020-07-01,5010000,1.1,4958000,9534.6,5184900,1001,995,16583.3,1021,51,51
1888,8,0,OLD,20179462,"위대한 쇼맨",2017-12-20,5252500,1.2,268820,5.4,13313380960,862,46,5.6,1693983,92,138
1889,9,0,OLD,20200836,"트로이 디렉터스 컷",2020-07-03,6868680,1.6,622500,10,44154280,853,53,6.6,5173,138,148
1890,10,-3,OLD,20200361,"아무튼, 아담",2020-07-02,4639500,1.1,-1247500,-21.2,50583500,685,-222,-24.5,7007,94,142
1891,1,0,OLD,20193069,"#살아있다",2020-06-24,197557700,36.4,-15279160,-7.2,13713545220,23877,-1948,-7.5,1626060,1104,4024
1892,2,0,NEW,20204644,"밤쉘: 세상을 바꾼 폭탄선언",2020-07-08,120276500,22.2,120276500,100,143367900,15947,15947,100,18565,801,2549
1893,3,0,NEW,20112703,"다크 나이트 라이즈",2012-07-19,50652800,9.3,50652800,100,47726116300,5959,5959,100,6405262,309,520
1894,4,-2,OLD,20183813,"결백",2020-06-10,41820200,7.7,-8161380,-16.3,7281357480,4993,-1056,-17.5,824590,459,968
1895,5,-2,OLD,20196201,"소리꾼",2020-07-01,19276980,3.6,-15325800,-44.3,527013380,2603,-1810,-41,64858,338,551
1896,6,0,NEW,20208182,"그레텔과 헨젤",2020-07-08,20977400,3.9,20977400,100,32477400,2494,2494,100,3545,325,609
1897,7,-2,OLD,20191048,"온워드: 단 하루의 기적",2020-06-17,20212400,3.7,-9799700,-32.7,3047280140,2440,-1241,-33.7,352542,323,506
1898,8,11,OLD,20112561,"원 데이",2012-12-13,10079900,1.9,8162900,425.8,1526075400,1295,1082,508,207947,143,275
1899,9,0,NEW,20193263,"너와 파도를 탈 수 있다면",2020-07-08,9750020,1.8,9750020,100,12426020,1205,1205,100,1493,230,320
1900,10,-2,OLD,20179462,"위대한 쇼맨",2017-12-20,3661020,0.7,-1591480,-30.3,13317041980,591,-271,-31.4,1694574,67,90
1901,1,0,OLD,20193069,"#살아있다",2020-06-24,166841460,33.4,-30716240,-15.5,13880386680,20146,-3731,-15.6,1646206,1013,3546
1902,2,0,OLD,20204644,"밤쉘: 세상을 바꾼 폭탄선언",2020-07-08,94589180,18.9,-25687320,-21.4,237957080,12224,-3723,-23.3,30789,799,2378
1903,3,0,NEW,20200162,"소년시절의 너",2020-07-09,33997200,6.8,33997200,100,48181200,4252,4252,100,6418,252,532
1904,4,0,OLD,20183813,"결백",2020-06-10,30608980,6.1,-11211220,-26.8,7311966460,3685,-1308,-26.2,828275,399,714
1905,5,-2,OLD,20112703,"다크 나이트 라이즈",2012-07-19,26138740,5.2,-24514060,-48.4,47752255040,3241,-2718,-45.6,6408503,284,461
1906,6,1,OLD,20191048,"온워드: 단 하루의 기적",2020-06-17,16514220,3.3,-3698180,-18.3,3063794360,2008,-432,-17.7,354550,287,399
